area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,sqft_per_bhk
Plot  Area,Ready To Move,Electronic City,3 Bedroom,1200.0,3.0,1.0,90.0,3,7500.0,400.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,910.0,2.0,1.0,40.0,2,4395.604395604396,455.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1577.0,3.0,1.0,70.0,3,4438.807863031072,525.6666666666666
Plot  Area,17-May,Other,3 Bedroom,4050.0,3.0,2.0,280.0,3,6913.580246913581,1350.0
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,2420.0,3.0,2.0,185.0,3,7644.628099173554,806.6666666666666
Super built-up  Area,Ready To Move,Chandapura,2 BHK,800.0,1.0,1.0,20.0,2,2500.0,400.0
Built-up  Area,Ready To Move,Other,2 BHK,1060.0,2.0,2.0,55.0,2,5188.679245283019,530.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1270.0,2.0,2.0,93.0,2,7322.834645669292,635.0
Super built-up  Area,18-Jun,Other,2 BHK,900.0,2.0,2.0,22.5,2,2500.0,450.0
Built-up  Area,Ready To Move,Other,2 Bedroom,1280.0,2.0,1.0,69.0,2,5390.625,640.0
Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,1200.0,2.0,0.0,95.0,4,7916.666666666667,300.0
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1025.0,2.0,2.0,36.0,2,3512.1951219512193,512.5
Super built-up  Area,17-Jun,Electronic City,2 BHK,1108.0,2.0,1.0,63.0,2,5685.9205776173285,554.0
Super built-up  Area,Ready To Move,Other,3 BHK,3045.0,3.0,2.0,170.0,3,5582.922824302134,1015.0
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,2900.0,3.0,2.0,300.0,4,10344.827586206897,725.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1500.0,3.0,2.0,75.5,3,5033.333333333333,500.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,2.0,43.9,2,3389.96138996139,647.5
Super built-up  Area,Ready To Move,Budigere,2 BHK,1162.0,2.0,1.0,59.9,2,5154.9053356282275,581.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1035.0,2.0,2.0,49.2,2,4753.623188405797,517.5
Built-up  Area,Ready To Move,Attibele,4 Bedroom,1600.0,4.0,0.0,52.8,4,3300.0,400.0
Super built-up  Area,Ready To Move,Other,3 BHK,1464.0,3.0,2.0,46.0,3,3142.0765027322404,488.0
Super built-up  Area,18-Oct,Hennur Road,3 BHK,1866.0,2.0,2.0,61.58,3,3300.10718113612,622.0
Super built-up  Area,Ready To Move,Other,2 BHK,700.0,1.0,1.0,26.0,2,3714.285714285714,350.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1804.0,3.0,2.0,120.0,3,6651.884700665189,601.3333333333334
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,913.0,2.0,1.0,32.0,2,3504.9288061336256,456.5
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,1868.0,3.0,2.0,131.0,3,7012.847965738758,622.6666666666666
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,883.0,2.0,1.0,45.0,2,5096.262740656852,441.5
Plot  Area,Ready To Move,Other,2 Bedroom,900.0,2.0,1.0,110.0,2,12222.222222222223,450.0
Super built-up  Area,Ready To Move,Kogilu,3 BHK,1664.0,2.0,3.0,73.95,3,4444.110576923077,554.6666666666666
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2026.0,3.0,2.0,132.0,3,6515.301085883514,675.3333333333334
Super built-up  Area,Ready To Move,Balagere,2 BHK,1210.0,2.0,1.0,80.9,2,6685.950413223141,605.0
Plot  Area,Ready To Move,Other,4 Bedroom,4111.0,4.0,2.0,250.0,4,6081.24543906592,1027.75
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1762.0,3.0,3.0,91.45,3,5190.124858115778,587.3333333333334
Super built-up  Area,Ready To Move,Jigani,3 BHK,1252.0,3.0,3.0,55.0,3,4392.97124600639,417.3333333333333
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,861.0,2.0,1.0,34.5,2,4006.968641114983,430.5
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1420.0,2.0,1.0,100.0,3,7042.2535211267605,473.3333333333333
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,78.8,3,5288.5906040268455,496.6666666666667
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,46.0,3,4279.069767441861,358.3333333333333
Super built-up  Area,18-Aug,Old Madras Road,3 BHK,1425.0,2.0,2.0,94.0,3,6596.491228070176,475.0
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1200.0,2.0,1.0,40.0,2,3333.3333333333335,600.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1280.0,2.0,2.0,56.0,3,4375.0,426.6666666666667
Super built-up  Area,Ready To Move,Other,2 BHK,1084.0,2.0,2.0,50.0,2,4612.546125461255,542.0
Super built-up  Area,18-Jul,Chandapura,2 BHK,1015.0,2.0,2.0,25.88,2,2549.753694581281,507.5
Super built-up  Area,21-May,Kanakpura Road,2 BHK,1017.0,2.0,1.0,51.25,2,5039.331366764995,508.5
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027.0,2.0,2.0,44.0,2,4284.323271665044,513.5
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1069.0,2.0,2.0,45.0,2,4209.541627689429,534.5
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1349.0,2.0,1.0,98.2,2,7279.466271312083,674.5
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1005.0,2.0,1.0,50.0,2,4975.124378109453,502.5
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1417.0,2.0,3.0,75.0,2,5292.87226534933,708.5
Plot  Area,18-Jan,TC Palaya,3 Bedroom,1475.0,3.0,1.0,98.0,3,6644.067796610169,491.6666666666667
Carpet  Area,Ready To Move,Other,2 BHK,950.0,2.0,2.0,47.0,2,4947.368421052632,475.0
Super built-up  Area,Ready To Move,Other,4 BHK,2000.0,4.0,0.0,120.0,4,6000.0,500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,1863.0,3.0,2.0,104.0,4,5582.393988191089,465.75
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1010.0,2.0,1.0,29.5,2,2920.792079207921,505.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1425.0,2.0,1.0,70.0,3,4912.2807017543855,475.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1450.0,3.0,0.0,100.0,3,6896.551724137931,483.3333333333333
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1847.0,3.0,2.0,105.0,3,5684.89442338928,615.6666666666666
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1100.0,2.0,3.0,45.0,2,4090.909090909091,550.0
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,525.0,1.0,1.0,26.0,1,4952.380952380952,525.0
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,1665.0,3.0,2.0,95.0,3,5705.705705705705,555.0
Super built-up  Area,Ready To Move,Begur,4 BHK,1664.0,4.0,3.0,65.0,4,3906.25,416.0
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1850.0,3.0,3.0,150.0,3,8108.108108108108,616.6666666666666
Super built-up  Area,Ready To Move,Panathur,2 BHK,1438.0,2.0,3.0,100.0,2,6954.102920723227,719.0
Super built-up  Area,Ready To Move,Other,3 BHK,1560.0,3.0,3.0,115.0,3,7371.794871794872,520.0
Super built-up  Area,18-Apr,Yelahanka,2 BHK,1350.0,2.0,1.0,55.55,2,4114.814814814815,675.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550.0,3.0,3.0,67.0,3,4322.580645161291,516.6666666666666
Super built-up  Area,18-Apr,Malleshpalya,2 BHK,1140.0,2.0,2.0,46.5,2,4078.9473684210525,570.0
Super built-up  Area,18-Dec,Other,2 BHK,850.0,2.0,2.0,27.0,2,3176.470588235294,425.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1280.0,2.0,2.0,75.0,2,5859.375,640.0
Built-up  Area,Ready To Move,Munnekollal,2 BHK,1170.0,2.0,2.0,52.0,2,4444.444444444444,585.0
Super built-up  Area,Ready To Move,Other,2 BHK,1113.0,2.0,1.0,51.0,2,4582.210242587601,556.5
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1385.0,2.0,1.0,83.09,2,5999.27797833935,692.5
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2.0,1.0,65.0,2,5762.41134751773,564.0
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,1200.0,2.0,2.0,128.0,2,10666.666666666666,600.0
Plot  Area,Ready To Move,Other,4 Bedroom,1200.0,4.0,3.0,165.0,4,13750.0,300.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390.0,3.0,2.0,415.0,3,17364.016736401674,796.6666666666666
Plot  Area,Ready To Move,Other,4 Bedroom,2400.0,4.0,1.0,400.0,4,16666.666666666668,600.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1464.0,3.0,2.0,56.0,3,3825.136612021858,488.0
Super built-up  Area,Ready To Move,Other,2 BHK,1200.0,2.0,2.0,55.0,2,4583.333333333333,600.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1200.0,2.0,2.0,52.0,2,4333.333333333333,600.0
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,1150.0,2.0,1.0,55.0,3,4782.608695652174,383.3333333333333
Built-up  Area,Ready To Move,Other,3 BHK,1645.0,3.0,2.0,95.0,3,5775.075987841945,548.3333333333334
Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,1000.0,2.0,1.0,67.0,2,6700.0,500.0
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,2650.0,4.0,2.0,198.0,4,7471.698113207547,662.5
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1192.0,2.0,2.0,74.0,2,6208.053691275168,596.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,2135.0,3.0,2.0,215.0,3,10070.257611241217,711.6666666666666
Super built-up  Area,19-Dec,Whitefield,2 BHK,1173.0,2.0,1.0,58.0,2,4944.58653026428,586.5
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1020.0,2.0,2.0,45.0,2,4411.764705882353,510.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3122.0,6.0,2.0,230.0,4,7367.072389493914,780.5
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1600.0,3.0,3.0,64.0,3,4000.0,533.3333333333334
Plot  Area,18-Mar,Other,2 Bedroom,1200.0,2.0,0.0,79.0,2,6583.333333333333,600.0
Carpet  Area,Ready To Move,Other,2 BHK,1230.0,2.0,3.0,48.0,2,3902.439024390244,615.0
Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,1250.0,2.0,2.0,40.0,2,3200.0,625.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1325.0,2.0,2.0,76.0,2,5735.8490566037735,662.5
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850.0,3.0,1.0,150.0,3,8108.108108108108,616.6666666666666
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,2.0,2.0,21.53,1,4100.952380952381,525.0
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,1200.0,2.0,2.0,65.0,2,5416.666666666667,600.0
Plot  Area,Ready To Move,Other,3 Bedroom,1350.0,2.0,0.0,140.0,3,10370.37037037037,450.0
Super built-up  Area,18-Jun,Bommasandra,3 BHK,1260.0,3.0,1.0,49.36,3,3917.4603174603176,420.0
Super built-up  Area,Ready To Move,Other,3 BHK,1800.0,3.0,0.0,150.0,3,8333.333333333334,600.0
Built-up  Area,Ready To Move,Ardendale,2 BHK,1100.0,2.0,1.0,43.25,2,3931.818181818182,550.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,1508.0,2.0,1.0,77.0,2,5106.100795755968,754.0
Carpet  Area,Ready To Move,Other,3 BHK,1592.0,3.0,2.0,75.0,3,4711.05527638191,530.6666666666666
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1388.0,2.0,3.0,57.0,2,4106.628242074928,694.0
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,630.0,1.0,1.0,28.35,1,4500.0,630.0
Plot  Area,Ready To Move,Other,3 Bedroom,2000.0,3.0,2.0,365.0,3,18250.0,666.6666666666666
Super built-up  Area,Ready To Move,Other,3 BHK,1762.0,3.0,1.0,125.0,3,7094.211123723042,587.3333333333334
Super built-up  Area,21-Dec,Other,2 BHK,950.0,2.0,2.0,50.0,2,5263.1578947368425,475.0
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,3252.0,5.0,3.0,335.0,4,10301.353013530135,813.0
Super built-up  Area,18-Aug,Magadi Road,2 BHK,1116.0,2.0,1.0,50.0,2,4480.286738351255,558.0
Super built-up  Area,Ready To Move,Other,2 BHK,1308.0,2.0,2.0,89.04,2,6807.339449541284,654.0
Super built-up  Area,Ready To Move,Other,3 BHK,1200.0,3.0,0.0,90.0,3,7500.0,400.0
Plot  Area,Ready To Move,Other,4 Bedroom,1500.0,4.0,2.0,230.0,4,15333.333333333334,375.0
Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,500.0,1.0,1.0,18.5,1,3700.0,500.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,1075.0,2.0,1.0,52.0,2,4837.209302325581,537.5
Super built-up  Area,18-Mar,Chandapura,1 BHK,530.0,1.0,0.0,11.66,1,2200.0,530.0
Built-up  Area,Ready To Move,Bellandur,2 BHK,1205.0,2.0,3.0,66.0,2,5477.178423236514,602.5
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1075.0,2.0,2.0,60.0,2,5581.395348837209,537.5
Built-up  Area,Ready To Move,KR Puram,2 BHK,930.0,2.0,2.0,39.0,2,4193.548387096775,465.0
Super built-up  Area,Ready To Move,Balagere,2 BHK,1380.0,2.0,1.0,60.0,2,4347.826086956522,690.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,2483.0,5.0,2.0,212.0,4,8538.058799838904,620.75
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,1166.0,2.0,2.0,55.0,2,4716.981132075472,583.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1050.0,2.0,1.0,65.0,2,6190.476190476191,525.0
Super built-up  Area,19-Mar,Other,3 BHK,2023.71,3.0,2.0,275.0,3,13588.903548433324,674.57
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200.0,2.0,2.0,46.8,2,3900.0,600.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1600.0,2.0,1.0,108.0,3,6750.0,533.3333333333334
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,1935.0,3.0,2.0,110.0,3,5684.754521963824,645.0
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,451.0,1.0,0.0,29.9,1,6629.711751662971,451.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1800.0,3.0,2.0,95.0,3,5277.777777777777,600.0
Super built-up  Area,18-May,Jalahalli,3 BHK,1400.0,3.0,0.0,77.0,3,5500.0,466.6666666666667
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1801.0,3.0,2.0,115.0,3,6385.341476957246,600.3333333333334
Built-up  Area,Ready To Move,Mahadevpura,2 BHK,1451.0,2.0,2.0,90.0,2,6202.618883528601,725.5
Plot  Area,19-Jan,Anekal,2 Bedroom,1200.0,1.0,1.0,36.0,2,3000.0,600.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1160.0,2.0,2.0,44.0,2,3793.103448275862,580.0
Built-up  Area,Ready To Move,Kengeri,2 BHK,1000.0,2.0,1.0,25.0,2,2500.0,500.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,950.0,2.0,1.0,40.0,2,4210.526315789473,475.0
Built-up  Area,20-Dec,Other,3 BHK,1629.0,3.0,2.0,79.0,3,4849.600982197668,543.0
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,1580.0,2.0,0.0,134.0,3,8481.012658227848,526.6666666666666
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1826.0,3.0,2.0,121.0,3,6626.506024096386,608.6666666666666
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1245.0,2.0,1.0,94.0,2,7550.2008032128515,622.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,2.0,45.79,2,3999.126637554585,572.5
Super built-up  Area,Ready To Move,Sompura,2 BHK,825.0,2.0,1.0,33.0,2,4000.0,412.5
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,1693.0,3.0,3.0,108.0,3,6379.208505611341,564.3333333333334
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1113.27,2.0,2.0,53.0,2,4760.74986301616,556.635
Built-up  Area,Ready To Move,Other,2 BHK,1460.0,2.0,1.0,58.0,2,3972.6027397260273,730.0
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,1050.0,2.0,1.0,32.0,2,3047.6190476190477,525.0
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1260.0,2.0,2.0,55.0,2,4365.079365079365,630.0
Built-up  Area,Ready To Move,Hosur Road,2 BHK,1656.0,2.0,1.0,120.0,2,7246.376811594203,828.0
Super built-up  Area,Ready To Move,Chandapura,3 BHK,1208.0,3.0,1.0,45.0,3,3725.1655629139073,402.6666666666667
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1910.0,3.0,2.0,161.0,3,8429.319371727748,636.6666666666666
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3252.0,4.0,1.0,230.0,4,7072.570725707257,813.0
Plot  Area,Ready To Move,Battarahalli,2 Bedroom,1200.0,2.0,1.0,65.0,2,5416.666666666667,600.0
Super built-up  Area,Ready To Move,Other,4 BHK,1200.0,4.0,1.0,175.0,4,14583.333333333334,300.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1175.0,2.0,1.0,82.0,2,6978.723404255319,587.5
Plot  Area,Ready To Move,Other,2 Bedroom,1000.0,2.0,0.0,165.0,2,16500.0,500.0
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,1200.0,2.0,0.0,125.0,4,10416.666666666666,300.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390.0,3.0,2.0,410.0,3,17154.81171548117,796.6666666666666
Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,12000.0,6.0,3.0,2200.0,7,18333.333333333332,1714.2857142857142
Super built-up  Area,Ready To Move,Other,2 BHK,1185.0,2.0,2.0,38.0,2,3206.7510548523205,592.5
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2.0,1.0,38.0,2,5066.666666666667,375.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550.0,3.0,3.0,64.5,3,4161.290322580645,516.6666666666666
Built-up  Area,Ready To Move,Other,3 BHK,1760.0,3.0,2.0,88.0,3,5000.0,586.6666666666666
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1125.0,2.0,2.0,62.0,2,5511.111111111111,562.5
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,1350.0,3.0,2.0,150.0,3,11111.111111111111,450.0
Plot  Area,17-Dec,Anandapura,2 Bedroom,1000.0,2.0,1.0,55.0,2,5500.0,500.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1090.0,2.0,2.0,31.48,2,2888.0733944954127,545.0
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,1200.0,2.0,0.0,60.0,2,5000.0,600.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,1991.0,4.0,2.0,103.0,3,5173.279758915118,663.6666666666666
Super built-up  Area,18-Oct,Bommasandra,2 BHK,1060.0,2.0,1.0,26.5,2,2500.0,530.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1105.0,2.0,1.0,75.0,2,6787.330316742082,552.5
Built-up  Area,Ready To Move,Hoodi,2 BHK,985.0,2.0,2.0,67.0,2,6802.030456852792,492.5
Super built-up  Area,17-Jul,Balagere,3 BHK,1590.0,3.0,2.0,79.0,3,4968.553459119496,530.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1120.0,2.0,2.0,55.0,2,4910.714285714285,560.0
Super built-up  Area,Ready To Move,Other,2 BHK,1069.0,2.0,1.0,55.0,2,5144.9953227315245,534.5
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1933.0,3.0,2.0,140.0,3,7242.628039317124,644.3333333333334
Built-up  Area,16-Mar,Hosur Road,2 BHK,1194.0,2.0,0.0,69.0,2,5778.894472361809,597.0
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1150.0,2.0,3.0,69.0,2,6000.0,575.0
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1240.0,2.0,2.0,47.12,2,3800.0,620.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,2.0,48.1,2,3389.7110641296686,709.5
Super built-up  Area,Ready To Move,Other,3 BHK,2150.0,4.0,2.0,240.0,3,11162.790697674418,716.6666666666666
Super built-up  Area,Ready To Move,Other,3 BHK,1450.0,3.0,2.0,55.0,3,3793.103448275862,483.3333333333333
Super built-up  Area,18-Jul,Other,3 BHK,1630.0,3.0,2.0,68.29,3,4189.57055214724,543.3333333333334
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,708.0,1.0,1.0,40.0,2,5649.717514124294,354.0
Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,1000.0,4.0,3.0,110.0,3,11000.0,333.3333333333333
Plot  Area,Ready To Move,Whitefield,4 Bedroom,11890.0,4.0,3.0,700.0,4,5887.300252312868,2972.5
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1250.0,2.0,1.0,76.0,2,6080.0,625.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1400.0,2.0,1.0,95.0,3,6785.714285714285,466.6666666666667
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1670.0,2.0,3.0,57.0,3,3413.1736526946106,556.6666666666666
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1750.0,3.0,2.0,100.0,3,5714.285714285715,583.3333333333334
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,1.0,71.0,2,5056.980056980057,702.0
Super built-up  Area,Ready To Move,Hoodi,3 BHK,1715.0,2.0,2.0,95.0,3,5539.35860058309,571.6666666666666
Built-up  Area,18-Apr,Electronic City,1 BHK,630.0,1.0,1.0,34.65,1,5500.0,630.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1752.12,3.0,2.0,135.0,3,7704.951715635916,584.04
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1650.0,3.0,2.0,78.0,3,4727.272727272727,550.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,1.0,55.47,2,4283.397683397683,647.5
Plot  Area,Ready To Move,Other,3 Bedroom,1800.0,3.0,2.0,252.0,3,14000.0,600.0
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,74.03,2,5500.0,673.0
Plot  Area,Ready To Move,Other,4 Bedroom,1200.0,4.0,2.0,200.0,4,16666.666666666668,300.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1150.0,2.0,2.0,55.0,2,4782.608695652174,575.0
Built-up  Area,Ready To Move,Other,4 Bedroom,3309.0,4.0,3.0,325.0,4,9821.698398307646,827.25
Super built-up  Area,18-May,Chandapura,3 BHK,1190.0,2.0,2.0,30.35,3,2550.4201680672268,396.6666666666667
Super built-up  Area,Ready To Move,AECS Layout,3 BHK,1620.0,3.0,2.0,98.0,3,6049.382716049383,540.0
Super built-up  Area,18-Apr,Marathahalli,2 BHK,950.0,2.0,1.0,46.96,2,4943.1578947368425,475.0
Super built-up  Area,Ready To Move,Other,11 BHK,5000.0,9.0,3.0,360.0,11,7200.0,454.54545454545456
Super built-up  Area,Ready To Move,Harlur,3 BHK,2450.0,3.0,0.0,120.0,3,4897.959183673469,816.6666666666666
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1220.0,2.0,1.0,35.23,3,2887.7049180327863,406.6666666666667
Super built-up  Area,Ready To Move,Other,2 BHK,850.0,2.0,1.0,30.0,2,3529.4117647058824,425.0
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1020.0,2.0,2.0,63.0,2,6176.470588235294,510.0
Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1100.0,2.0,2.0,50.0,2,4545.454545454545,550.0
Super built-up  Area,Ready To Move,Other,2 BHK,1150.0,2.0,2.0,126.0,2,10956.521739130434,575.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,1760.0,2.0,2.0,130.0,3,7386.363636363636,586.6666666666666
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1800.0,3.0,3.0,110.0,3,6111.111111111111,600.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1070.0,2.0,1.0,54.0,2,5046.728971962617,535.0
Plot  Area,Ready To Move,Other,4 Bedroom,1500.0,4.0,2.0,220.0,4,14666.666666666666,375.0
Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,1440.0,2.0,0.0,95.0,2,6597.222222222223,720.0
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,900.0,2.0,1.0,40.0,2,4444.444444444444,450.0
Built-up  Area,Ready To Move,Other,4 BHK,1200.0,4.0,1.0,230.0,4,19166.666666666668,300.0
Super built-up  Area,18-May,Whitefield,2 BHK,1130.0,2.0,1.0,42.16,2,3730.973451327434,565.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2.0,1.0,165.0,2,12500.0,660.0
Super built-up  Area,19-Jun,Other,2 BHK,1270.0,2.0,1.0,98.0,2,7716.535433070866,635.0
Built-up  Area,Ready To Move,Other,2 BHK,1200.0,2.0,1.0,62.0,2,5166.666666666667,600.0
Super built-up  Area,Ready To Move,Other,4 BHK,4800.0,4.0,2.0,235.0,4,4895.833333333333,1200.0
Super built-up  Area,Ready To Move,Other,2 BHK,1200.0,2.0,1.0,74.0,2,6166.666666666667,600.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,929.0,2.0,0.0,50.17,2,5400.4305705059205,464.5
Super built-up  Area,Ready To Move,Other,3 BHK,1464.0,3.0,2.0,56.0,3,3825.136612021858,488.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,4 BHK,3600.0,4.0,3.0,400.0,4,11111.111111111111,900.0
Plot  Area,Ready To Move,Other,4 Bedroom,2000.0,4.0,2.0,99.0,4,4950.0,500.0
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1208.0,2.0,1.0,49.0,2,4056.291390728477,604.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,1130.0,2.0,2.0,60.0,2,5309.734513274337,565.0
Super built-up  Area,Ready To Move,Other,3 BHK,1753.0,3.0,2.0,120.0,3,6845.407872219053,584.3333333333334
Super built-up  Area,Ready To Move,Old Madras Road,5 BHK,4500.0,7.0,3.0,337.0,5,7488.888888888889,900.0
